date,date,open,high,low,close,volume
2017-02-15,2017-02-15,3215.464,3235.998,3206.561,3212.986,24150770600
2017-02-16,2017-02-16,3210.357,3230.275,3207.785,3229.618,21695594200
2017-02-17,2017-02-17,3227.707,3238.396,3199.425,3202.076,22622817700
2017-02-20,2017-02-20,3198.963,3241.458,3198.963,3239.961,23215209600
2017-02-21,2017-02-21,3242.223,3254.336,3239.878,3253.326,21167306600
2017-02-22,2017-02-22,3252.69,3261.381,3243.84,3261.218,20745377600
2017-02-23,2017-02-23,3258.832,3264.082,3236.355,3251.375,20917980000
2017-02-24,2017-02-24,3246.86,3253.956,3233.535,3253.433,18640636200
2017-02-27,2017-02-27,3249.195,3251.654,3224.088,3228.66,18258107100
2017-02-28,2017-02-28,3225.969,3242.679,3225.969,3241.733,15124431800
2017-03-01,2017-03-01,3240.073,3259.978,3237.871,3246.934,19067755000
2017-03-02,2017-03-02,3250.518,3256.807,3228.665,3230.028,18121507600
2017-03-03,2017-03-03,3219.202,3221.155,3206.613,3218.312,15708236800
2017-03-06,2017-03-06,3217.335,3234.663,3215.067,3233.866,15609215800
2017-03-07,2017-03-07,3233.094,3242.659,3226.822,3242.406,16406423500
2017-03-08,2017-03-08,3240.532,3245.304,3230.608,3240.665,16073138800
2017-03-09,2017-03-09,3233.701,3233.875,3205.279,3216.746,16737110800
2017-03-10,2017-03-10,3213.729,3222.319,3208.447,3212.76,13667274300
2017-03-13,2017-03-13,3209.449,3237.121,3193.157,3237.024,16367376000
2017-03-14,2017-03-14,3235.252,3246.329,3231.521,3239.328,14694602200
2017-03-15,2017-03-15,3235.403,3243.713,3227.738,3241.76,14405568200
2017-03-16,2017-03-16,3247.163,3269.77,3247.163,3268.935,18941600200
2017-03-17,2017-03-17,3271.867,3274.19,3232.281,3237.447,20058322300
2017-03-20,2017-03-20,3241.11,3251.127,3228.118,3250.808,17054843000
2017-03-21,2017-03-21,3250.247,3262.221,3246.696,3261.611,16271930600
2017-03-22,2017-03-22,3246.223,3255.778,3229.128,3245.22,18973164900
2017-03-23,2017-03-23,3245.808,3262.091,3221.934,3248.55,19302914400
2017-03-24,2017-03-24,3247.35,3275.207,3241.123,3269.445,21977791400
2017-03-27,2017-03-27,3268.924,3283.239,3262.118,3266.955,20185267500
2017-03-28,2017-03-28,3265.634,3265.634,3246.086,3252.948,16171001300
2017-03-29,2017-03-29,3252.865,3262.098,3233.28,3241.314,21610557500
2017-03-30,2017-03-30,3235.137,3240.017,3195.852,3210.237,24713547900
2017-03-31,2017-03-31,3206.253,3226.248,3205.537,3222.514,19644292200
2017-04-05,2017-04-05,3235.66,3270.645,3233.237,3270.305,24832020200
2017-04-06,2017-04-06,3272.193,3286.674,3265.765,3281.005,24528799900
2017-04-07,2017-04-07,3280.624,3295.187,3275.051,3286.616,23610894200
2017-04-10,2017-04-10,3285.459,3285.459,3265.012,3269.393,23269461600
2017-04-11,2017-04-11,3266.222,3290.389,3244.405,3288.966,28128124800
2017-04-12,2017-04-12,3283.837,3284.934,3262.277,3273.83,26938179000
2017-04-13,2017-04-13,3265.218,3281.137,3261.49,3275.96,20734687500
2017-04-14,2017-04-14,3276.138,3276.711,3238.896,3246.067,21450855800
2017-04-17,2017-04-17,3229.949,3229.949,3199.912,3222.167,21273718900
2017-04-18,2017-04-18,3215.396,3225.055,3196.488,3196.713,18866135300
2017-04-19,2017-04-19,3184.666,3189.437,3147.066,3170.687,21323807500
2017-04-20,2017-04-20,3165.665,3178.183,3148.184,3172.1,19087398500
2017-04-21,2017-04-21,3170.29,3180.794,3158.629,3173.151,16476174000
2017-04-24,2017-04-24,3164.248,3164.248,3111.215,3129.531,18627743400
2017-04-25,2017-04-25,3123.894,3145.267,3117.449,3134.567,15341830700
2017-04-26,2017-04-26,3132.918,3152.953,3131.418,3140.847,16987810700
2017-04-27,2017-04-27,3131.35,3155.003,3097.333,3152.187,21179307300
2017-04-28,2017-04-28,3144.022,3154.727,3136.578,3154.658,16288989900
2017-05-02,2017-05-02,3147.228,3154.781,3136.539,3143.712,15422296200
2017-05-03,2017-05-03,3138.307,3148.286,3123.751,3135.346,16376392400
2017-05-04,2017-05-04,3127.106,3143.818,3111.391,3127.369,17796748500
2017-05-05,2017-05-05,3114.774,3117.614,3092.092,3103.038,17621364100
2017-05-08,2017-05-08,3090.065,3093.452,3067.694,3078.613,18052690400
2017-05-09,2017-05-09,3064.848,3084.208,3056.558,3080.527,13506667400
2017-05-10,2017-05-10,3078.173,3090.819,3051.59,3052.785,16079445200
2017-05-11,2017-05-11,3036.789,3063.564,3016.531,3061.5,19134190100
2017-05-12,2017-05-12,3054.112,3090.491,3051.871,3083.513,15968409900
2017-05-15,2017-05-15,3085.932,3098.913,3085.932,3090.229,13566072800
2017-05-16,2017-05-16,3082.872,3113.512,3060.534,3112.964,17377556400
2017-05-17,2017-05-17,3107.802,3119.582,3101.295,3104.442,16867415800
2017-05-18,2017-05-18,3082.329,3103.441,3077.963,3090.139,14862003500
2017-05-19,2017-05-19,3086.705,3095.483,3081.278,3090.631,12963523000
2017-05-22,2017-05-22,3087.171,3103.938,3063.153,3075.676,15368373000
2017-05-23,2017-05-23,3069.394,3084.235,3050.842,3061.947,17831059900
2017-05-24,2017-05-24,3047.568,3064.813,3022.303,3064.076,13981335300
2017-05-25,2017-05-25,3055.343,3114.658,3052.831,3107.831,19139184100
2017-05-26,2017-05-26,3101.286,3120.663,3100.388,3110.059,15592348600
2017-05-31,2017-05-31,3125.325,3143.279,3111.556,3117.178,15295043000
2017-06-01,2017-06-01,3108.421,3113.521,3097.679,3102.623,16301571900
2017-06-02,2017-06-02,3094.225,3110.389,3081.849,3105.54,14250492500
2017-06-05,2017-06-05,3102.11,3105.506,3084.83,3091.656,13257030000
2017-06-06,2017-06-06,3084.54,3102.863,3078.787,3102.126,11343996300
2017-06-07,2017-06-07,3101.761,3140.774,3098.951,3140.325,17322901400
2017-06-08,2017-06-08,3136.471,3153.264,3132.828,3150.334,15227765900
2017-06-09,2017-06-09,3147.453,3165.92,3146.108,3158.4,16013633400
2017-06-12,2017-06-12,3149.527,3164.95,3135.314,3139.877,14672942500
2017-06-13,2017-06-13,3134.009,3155.99,3131.043,3153.743,12831827900
2017-06-14,2017-06-14,3146.748,3149.173,3125.355,3130.674,13834704200
2017-06-15,2017-06-15,3125.587,3137.585,3117.084,3132.486,14695424500
2017-06-16,2017-06-16,3126.373,3134.251,3117.857,3123.166,12965275800
2017-06-19,2017-06-19,3122.158,3146.77,3121.779,3144.374,13489175800
2017-06-20,2017-06-20,3148.019,3150.465,3134.611,3140.014,14119180200
2017-06-21,2017-06-21,3148.986,3157.028,3132.617,3156.212,13668826800
2017-06-22,2017-06-22,3152.242,3186.982,3146.643,3147.453,19134400600
2017-06-23,2017-06-23,3138.444,3158.047,3118.095,3157.873,15484364800
2017-06-26,2017-06-26,3157.002,3187.889,3156.977,3185.444,17357921100
2017-06-27,2017-06-27,3183.42,3193.461,3172.463,3191.197,14820119800
